2025-01-10T00:02:12.083+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .m.MongodbAssignmentEvaluatorApplication : Starting MongodbAssignmentEvaluatorApplication using Java 21.0.5 with PID 19888 (C:\Users\Denis\Desktop\3year2024-25\bakalarka\mongodb_assignment_evaluator\target\classes started by Denis in C:\Users\Denis\Desktop\3year2024-25\bakalarka\mongodb_assignment_evaluator)
2025-01-10T00:02:12.086+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .m.MongodbAssignmentEvaluatorApplication : No active profile set, falling back to 1 default profile: "default"
2025-01-10T00:02:13.310+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Multiple Spring Data modules found, entering strict repository configuration mode
2025-01-10T00:02:13.314+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2025-01-10T00:02:13.580+01:00  INFO 19888 --- [mongodb_assignment_evaluator] [main] .s.d.r.c.RepositoryConfigurationDelegate : Finished Spring Data repository scanning in 254 ms. Found 5 JPA repository interfaces.
2025-01-10T00:25:46.577+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.find({ $and: [ { deviceId: "device_100" }, { $expr: { $gt: ["$details.previous_temperature", "$details.new_temperature"] } } ] },{ deviceId: 0 }).sort({ timestamp: -1 }).forEach(printjson);'
2025-01-10T00:25:46.577+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.find({roles: {$eq: ["administrator"]}}).forEach(printjson);'
2025-01-10T00:25:46.577+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.aggregate([{ $match: { deviceId: "device_100" } }{ $lookup: { from: "users", localField: "userId", foreignField: "userId", as: "userDetails" } }{ $project: { timestamp: 1, action: 1, userId: 1, "userDetails.roles": 1 } }]).forEach(printjson);'
2025-01-10T00:25:46.577+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.aggregate([{ $match: {deviceId: "device_100"} }{ $group: {_id: "$userId", count: {$count: {}}} }{ $sort: {count: -1} }{ $project: { _id: 0, "user ID": "$_id" } }{ $limit: 1 }]).forEach(printjson);'
2025-01-10T00:25:46.577+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.aggregate([{ $match: {action: "adjust_temperature"} }{ $group: {_id: "$userId", avg_temp: {$avg: "$details.new_temperature"}} }]).forEach(printjson);'
2025-01-10T00:25:46.577+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'userLogs' doesn't exist. Query='db.userLogs.aggregate([{ $group: {_id: "$deviceId", latest_activity_at: {$max: "$timestamp"}} }{ $sort: {latest_activity_at: 1} }]).forEach(printjson);'
2025-01-10T00:25:46.577+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.aggregate([{ $group: { _id: "$preferences.language", userCount: { $sum: 1 } } }{ $sort: { userCount: -1 } }{ $skip: 1 }{ $limit: 1 }{ $project: { _id: 0, language: "$_id", userCount: 1 } }]).forEach(printjson);'
2025-01-10T00:25:46.577+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'users' doesn't exist. Query='db.users.aggregate([{ $unwind: "$roles" }{ $sort: { roles: 1, createdAt: 1 } }{ $group: { _id: "$roles", firstUserId: { $first: "$userId" }, firstUserCreatedAt: { $first: "$createdAt" } } }{ $project: { _id: 0, role: "$_id", firstUserId: 1, firstUserCreatedAt: 1 } }]).forEach(printjson);'
2025-01-10T00:25:46.577+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Script of moravp15 has been evaluated
2025-01-10T00:25:46.581+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.application.AssignmentEvaluator  : Successfully generated output for moravp15
2025-01-10T00:25:46.582+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.application.AssignmentEvaluator  : Successfully read the script of neprater
2025-01-10T00:25:46.631+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Successfully parsed the script of neprater
2025-01-10T00:25:46.637+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Script of neprater has been evaluated
2025-01-10T00:25:46.641+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.application.AssignmentEvaluator  : Successfully generated output for neprater
2025-01-10T00:25:46.642+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.application.AssignmentEvaluator  : Successfully read the script of ovsyaver
2025-01-10T00:25:46.661+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Successfully parsed the script of ovsyaver
2025-01-10T00:25:46.661+01:00 ERROR 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.t.checker.bson.QueryMatcher  : Unsupported selector: $expr
2025-01-10T00:25:46.661+01:00 ERROR 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.t.checker.bson.QueryMatcher  : Unsupported selector: $expr
2025-01-10T00:25:46.662+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Script of ovsyaver has been evaluated
2025-01-10T00:25:46.665+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.application.AssignmentEvaluator  : Successfully generated output for ovsyaver
2025-01-10T00:25:46.666+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.application.AssignmentEvaluator  : Successfully read the script of pejsomic
2025-01-10T00:25:46.676+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : JSON reader was expecting a value but found 'signal1'.
2025-01-10T00:25:46.676+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : JSON reader was expecting a value but found 'signal2'.
2025-01-10T00:25:46.689+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Successfully parsed the script of pejsomic
2025-01-10T00:25:46.689+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.insertOne({ type: "Light Signal", name: "1L", location: { station: "Tabor", track: 2 }, operational: true, colorState: "red", uniqueAddress: 0, permittedSpeed: 0 });'
2025-01-10T00:25:46.690+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.insertMany([{ type: "Light Signal", name: "2L", location: { station: "Tabor", track: 3 }, operational: true, colorState: "green", uniqueAddress: 1, permittedSpeed: 80 }{ type: "Railway Crossing", name: "RC1", location: { city: "Tabor", street: "Rokycanova" }, operational: true, barrierState: "closed", uniqueAddress: 2, warningLights: "flashing", sensors: { trainDetected: true } }{ type: "Railway Crossing", name: "RC2", location: { city: "Malsice" }, operational: true, barrierState: "open", uniqueAddress: 3, warningLights: "off", sensors: { trainDetected: false } }{ type: "Shunting Light Signal", name: "SH1", location: { station: "Tabor", yard: "East" }, operational: true, colorState: ["red", "white", "red", "white", "red"], uniqueAddress: 4, permittedSpeed: 20, }{ type: "Light Signal", name: "3L", location: { station: "Bechyne", track: 1 }, operational: true, colorState: "orange", uniqueAddress: 5, permittedSpeed: 60 }{ type: "Railway Crossing", name: "RC3", location: { city: "Bechyne", street: "Nadrazni" }, operational: true, barrierState: "open", uniqueAddress: 6, warningLights: "flashing", sensors: { trainDetected: true } }{ type: "Railway Crossing", name: "RC4", location: { city: "Bechyne", street: "Nadrazni" }, operational: true, barrierState: "closed", uniqueAddress: 7, warningLights: "flashing", sensors: { trainDetected: true } }{ type: "Light Signal", name: "SH2", location: { station: "Bechyne", track: 2 }, operational: false, colorState: "off", uniqueAddress: 8, permittedSpeed: 0 }{ type: "Light Signal", name: "4L", location: { station: "Tabor", track: 5 }, operational: true, colorState: "green", uniqueAddress: 9, permittedSpeed: 100 }]);'
2025-01-10T00:25:46.690+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.insertMany([{ type: "Light Signal", name: "1L", location: { station: "Tabor", track: 2 }, operational: true, colorState: "red", uniqueAddress: 0, permittedSpeed: 0, nextSignalId: null }{ type: "Light Signal", name: "2L", location: { station: "Tabor", track: 3 }, operational: true, colorState: "green", uniqueAddress: 1, permittedSpeed: 80, nextSignalId: null }{ type: "Light Signal", name: "3L", location: { station: "Bechyne", track: 1 }, operational: true, colorState: "orange", uniqueAddress: 5, permittedSpeed: 60, nextSignalId: null }]);'
2025-01-10T00:25:46.690+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.findOne({ name: "1L" });'
2025-01-10T00:25:46.690+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.findOne({ name: "2L" });'
2025-01-10T00:25:46.690+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.findOne({ name: "3L" });'
2025-01-10T00:25:46.690+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.find({ $or: [ { "location.station": "Tabor" }, { colorState: ["red", "white"] } ] }).forEach(printjson);'
2025-01-10T00:25:46.690+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.find({ $or: [ { "location.station": { $exists: true } }, { permittedSpeed: 0 } ] }).forEach(printjson);'
2025-01-10T00:25:46.691+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.find({ warningLights: "flashing" }).forEach(printjson);'
2025-01-10T00:25:46.691+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.find({ $and: [ { type: "Light Signal" }, { permittedSpeed: { $gt: 50 } } ] }).forEach(printjson);'
2025-01-10T00:25:46.691+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.find({ $and: [ { "location.station": "Tabor" }, { operational: true } ] }).forEach(printjson);'
2025-01-10T00:25:46.691+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.aggregate([{ $match: { "location.station": "Tabor", type: "Light Signal" } }{ $sort: { "location.track": 1 } }{ $limit: 1 }]).forEach(printjson);'
2025-01-10T00:25:46.691+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.aggregate([{ $match: { "location.station": "Tabor" } }{ $count: "totalAppliancesInTabor" }]).forEach(printjson);'
2025-01-10T00:25:46.691+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.aggregate([{ $match: { operational: false } }{ $count: "nonOperationalAppliances" }]).forEach(printjson);'
2025-01-10T00:25:46.691+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'appliances' doesn't exist. Query='db.appliances.aggregate([{ $match: { "location.city": "Bechyne", type: "Railway Crossing" } }{ $count: "railwayCrossingsInBechyne" }]).forEach(printjson);'
2025-01-10T00:25:46.691+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Script of pejsomic has been evaluated
2025-01-10T00:25:46.694+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.application.AssignmentEvaluator  : Successfully generated output for pejsomic
2025-01-10T00:25:46.695+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.application.AssignmentEvaluator  : Successfully read the script of pelikon1
2025-01-10T00:25:46.708+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Successfully parsed the script of pelikon1
2025-01-10T00:25:46.709+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Script of pelikon1 has been evaluated
2025-01-10T00:25:46.712+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.application.AssignmentEvaluator  : Successfully generated output for pelikon1
2025-01-10T00:25:46.713+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.application.AssignmentEvaluator  : Successfully read the script of perevyul
2025-01-10T00:25:46.767+01:00  INFO 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.e.text.StudentEvaluator        : Successfully parsed the script of perevyul
2025-01-10T00:25:46.767+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'reviews' doesn't exist. Query='db.reviews.insertOne({ _id: "r001", userId: "u001", bookingId: "b001", roomId: "209", positives: "The room was spacious and had a nice view of the city.", negative: "The air conditioner was not working properly.", ratings: [ { aspect: "Cleanliness", score: 4.5 }, { aspect: "Comfort", score: 4.2 }, { aspect: "Amenities", score: 3.8 }, { aspect: "Location", score: 4.0 } ], overallScore: 4.1, tags: ["city-view", "budget-friendly"], createdOn: ISODate("2024-11-20T10:00:00Z")});'
2025-01-10T00:25:46.767+01:00  WARN 13668 --- [mongodb_assignment_evaluator] [main] c.c.f.m.a.model.log.ErrorCollector       : Collection 'reviews' doesn't exist. Query='db.reviews.insertMany([{ _id: "r002", userId: "u002", bookingId: "b002", roomId: "206", positives: "Close to the beach and very clean.", negative: "No Wi-Fi available in the room.", ratings: [ { aspect: "Cleanliness", score: 4.7 }, { aspect: "Comfort", score: 4.4 }, { aspect: "Amenities", score: 3.5 }, { aspect: "Location", score: 4.9 } ], overallScore: 4.3, tags: ["beachfront", "no-wifi"], createdOn: ISODate("2024-11-19T14:30:00Z") }{ _id: "r003", userId: "u003", bookingId: "b003", roomId: "209", positives: "Friendly staff and great breakfast options.", negative: "No parking space available.", ratings: [ { aspect: "Cleanliness", score: 4.3 }, { aspect: "Comfort", score: 4.1 }, { aspect: "Amenities", score: 3.7 }, { aspect: "Location", score: 3.9 } ], overallScore: 4.0, tags: ["friendly-staff", "great-breakfast"], createdOn: ISODate("2024-11-18T09:15:00Z") }{ _id: "r004", userId: "u004", bookingId: "b004", roomId: "203", positives: "Very quiet area with comfortable beds.", negative: "Far from the city center.", ratings: [ { aspect: "Cleanliness", score: 4.8 }, { aspect: "Comfort", score: 4.6 }, { aspect: "Amenities", score: 4.0 }, { aspect: "Location", score: 3.0 } ], overallScore: 4.2, tags: ["quiet-area", "comfortable-beds"], createdOn: ISODate("2024-11-17T13:45:00Z") }{ _id: "r005", userId: "u005", bookingId: "b005", roomId: "206", positives: "Good room service and quick check-in process.", negative: "Bathroom was too small.", ratings: [ { aspect: "Cleanliness", score: 4.4 }, { aspect: "Comfort", score: 3.9 }, { aspect: "Amenities", score: 4.1 }, { aspect: "Location", score: 4.5 } ], overallScore: 4.2, tags: ["good-room-service", "efficient-checkin"], createdOn: ISODate("2024-11-22T16:00:00Z") }{ _id: "r006", userId: "u006", bookingId: "b006", roomId: "203", positives: "Comfortable bed and helpful staff.", negative: "Noise from the construction site nearby.", ratings: [ { aspect: "Cleanliness", score: 4.2 }, { aspect: "Comfort", score: 4.0 }, { aspect: "Amenities", score: 3.8 }, { aspect: "Location", score: 3.6 } ], overallScore: 3.9, tags: ["helpful-staff", "comfortable-bed"], createdOn: ISODate("2024-11-15T12:15:00Z") }{ _id: "r007", userId: "u007", bookingId: "b007", roomId: "203", positives: "Amazing pool area and great cocktails at the bar.", negative: "Wi-Fi coverage was poor in the room.", ratings: [ { aspect: "Cleanliness", score: 4.6 }, { aspect: "Comfort", score: 4.3 }, { aspect: "Amenities", score: 4.7 }, { aspect: "Location", score: 4.0 } ], overallScore: 4.4, tags: ["pool-area", "great-cocktails"], createdOn: ISODate("2024-11-14T10:30:00Z") }{ _id: "r008", userId: "u008", bookingId: "b008", roomId: "202", positives: "Room had a nice balcony with ocean view.", negative: "Breakfast options were limited.", ratings: [ { aspect: "Cleanliness", score: 4.5 }, { aspect: "Comfort", score: 4.3 }, { aspect: "Amenities", score: 3.9 }, { aspect: "Location", score: 4.8 } ], overallScore: 4.3, tags: ["ocean-view", "nice-balcony"], createdOn: ISODate("2024-11-13T09:45:00Z") }{ _id: "r009", userId: "u009", bookingId: "b009", roomId: "202", positives: "Great value for money and clean rooms.", negative: "Elevator was too slow.", ratings: [ { aspect: "Cleanliness", score: 4.6 }, { aspect: "Comfort", score: 4.2 }, { aspect: "Amenities", score: 4.0 }, { aspect: "Location", score: 4.1 } ], overallScore: 4.3, tags: ["value-for-money", "clean-rooms"], createdOn: ISODate("2024-11-12T14:20:00Z") }{ _id: "r010", userId: "u010", bookingId: "b010", roomId: "201", positives: "The view from the room was breathtaking.", negative: "The bed was slightly uncomfortable.", ratings: [ { aspect: "Cleanliness", score: 4.4 }, { aspect: "Comfort", score: 3.8 }, { aspect: "Amenities", score: 4.2 }, { aspect: "Location", score: 4.9 } ], overallScore: 4.3, tags: ["breathtaking-view", "scenic-location"], createdOn: ISODate("2024-10-11T18:30:00Z") }{ _id: "r011", userId: "u011", bookingId: "b011", roomId: "201", positives: "Lovely garden and great spa facilities.", negative: "Rooms were slightly outdated.", ratings: [ { aspect: "Cleanliness", score: 4.3 }, { aspect: "Comfort", score: 4.1 }, { aspect: "Amenities", score: 4.5 }, { aspect: "Location", score: 4.2 } ], overallScore: 4.3, tags: ["great-spa", "lovely-garden"], createdOn: ISODate("2024-10-10T09:15:00Z") }{ _id: "r012", userId: "u012", bookingId: "b012", roomId: "201", positives: "The breakfast had a wide variety of options.", negative: "The staff seemed unorganized at check-in.", ratings: [ { aspect: "Cleanliness", score: 4.2 }, { aspect: "Comfort", score: 4.3 }, { aspect: "Amenities", score: 4.1 }, { aspect: "Location", score: 4.0 } ], overallScore: 4.2, tags: ["wide-breakfast-options", "spacious-room"], createdOn: ISODate("2024-10-09T14:45:00Z") }{ _id: "r013", userId: "u013", bookingId: "b013", roomId: "208", positives: "Quick and hassle-free check-in process.", negative: "No air conditioning in the room.", ratings: [ { aspect: "Cleanliness", score: 4.3 }, { aspect: "Comfort", score: 3.7 }, { aspect: "Amenities", score: 3.9 }, { aspect: "Location", score: 4.1 } ], overallScore: 4.0, tags: ["quick-check-in", "no-ac"], createdOn: ISODate("2024-10-08T17:25:00Z") }{ _id: "r014", userId: "u014", bookingId: "b014", roomId: "210", positives: "The staff were very accommodating to special requests.", negative: "The pool was smaller than expected.", ratings: [ { aspect: "Cleanliness", score: 4.6 }, { aspect: "Comfort", score: 4.5 }, { aspect: "Amenities", score: 4.0 }, { aspect: "Location", score: 4.3 } ], overallScore: 4.4, tags: ["accommodating-staff", "small-pool"], createdOn: ISODate("2024-10-07T16:00:00Z") }{ _id: "r015", userId: "u015", bookingId: "b015", roomId: "206", positives: "Great for families, spacious and clean.", negative: "Noisy neighbors during our stay.", ratings: [ { aspect: "Cleanliness", score: 4.8 }, { aspect: "Comfort", score: 4.6 }, { aspect: "Amenities", score: 4.3 }, { aspect: "Location", score: 4.4 } ], overallScore: 4.5, tags: ["family-friendly", "spacious-room"], createdOn: ISODate("2024-10-06T11:30:00Z") }{ _id: "r016", userId: "u016", bookingId: "b016", roomId: "208", positives: "The bed was very comfortable and the room was quiet.", negative: "Limited menu for room service.", ratings: [ { aspect: "Cleanliness", score: 4.5 }, { aspect: "Comfort", score: 4.7 }, { aspect: "Amenities", score: 4.1 }, { aspect: "Location", score: 4.3 } ], overallScore: 4.4, tags: ["comfortable-bed", "quiet-room"], createdOn: ISODate("2024-10-05T20:45:00Z") }{ _id: "r017", userId: "u017", bookingId: "b017", roomId: "210", positives: "Close to major attractions and good connectivity.", negative: "Room was smaller than advertised.", ratings: [ { aspect: "Cleanliness", score: 4.3 }, { aspect: "Comfort", score: 4.0 }, { aspect: "Amenities", score: 4.2 }, { aspect: "Location", score: 4.8 } ], overallScore: 4.3, tags: ["close-to-attractions", "good-transport"], createdOn: ISODate("2024-10-04T12:20:00Z") }{ _id: "r018", userId: "u018", bookingId: "b018", roomId: "210", positives: "Nice design and great for work travel.", negative: "Wi-Fi was slow in the evening.", ratings: [ { aspect: "Cleanliness", score: 4.4 }, { aspect: "Comfort", score: 4.3 }, { aspect: "Amenities", score: 3.9 }, { aspect: "Location", score: 4.1 } ], overallScore: 4.2, tags: ["work-friendly", "modern-design"], createdOn: ISODate("2024-10-03T18:30:00Z") }{ _id: "r019", userId: "u019", bookingId: "b019", roomId: "202", positives: "Staff went above and beyond to ensure our comfort.", negative: "The elevator broke down once during our stay.", ratings: [ { aspect: "Cleanliness", score: 4.7 }, { aspect: "Comfort", score: 4.5 }, { aspect: "Amenities", score: 4.2 }, { aspect: "Location", score: 4.3 } ], overallScore: 4.4, tags: ["excellent-staff", "minor-elevator-issue"], createdOn: ISODate("2024-10-02T15:45:00Z") }{ _id: "r020", userId: "u020", bookingId: "b020", roomId: "202", positives: "Very clean hotel with a spacious lobby.", negative: "Rooms had no coffee machines.", ratings: [ { aspect: "Cleanliness", score: 4.8 }, { aspect: "Comfort", score: 4.3 }, { aspect: "Amenities", score: 3.8 }, { aspect: "Location", score: 4.0 } ], overallScore: 4.3, tags: ["clean-hotel", "spacious-lobby"], createdOn: ISODate("2024-10-01T10:15:00Z") }{ _id: "r021", userId: "u021", bookingId: "b021", roomId: "202", positives: "Friendly staff and prompt room service.", negative: "The air conditioning was noisy.", ratings: [ { aspect: "Cleanliness", score: 4.6 }, { aspect: "Comfort", score: 4.2 }, { aspect: "Amenities", score: 4.3 }, { aspect: "Location", score: 4.1 } ], overallScore: 4.3, tags: ["friendly-staff", "prompt-service"], createdOn: ISODate("2024-10-31T11:15:00Z") }{ _id: "r022", userId: "u022", bookingId: "b022", roomId: "204", positives: "Spacious bathroom and great water pressure.", negative: "Limited parking spaces.", ratings: [ { aspect: "Cleanliness", score: 4.5 }, { aspect: "Comfort", score: 4.4 }, { aspect: "Amenities", score: 4.0 }, { aspect: "Location", score: 3.8 } ], overallScore: 4.2, tags: ["spacious-bathroom", "great-water-pressure"], createdOn: ISODate("2024-10-30T15:30:00Z") }{ _id: "r023", userId: "u023", bookingId: "b023", roomId: "208", positives: "Excellent gym facilities and friendly trainers.", negative: "Breakfast area was crowded during peak hours.", ratings: [ { aspect: "Cleanliness", score: 4.6 }, { aspect: "Comfort", score: 4.5 }, { aspect: "Amenities", score: 4.7 }, { aspect: "Location", score: 4.4 } ], overallScore: 4.6, tags: ["great-gym", "friendly-trainers"], createdOn: ISODate("2024-10-29T14:45:00Z") }{ _id: "r024", userId: "u024", bookingId: "b024", roomId: "204", positives: "Very quiet location, perfect for relaxing.", negative: "Limited restaurant options nearby.", ratings: [ { aspect: "Cleanliness", score: 4.7 }, { aspect: "Comfort", score: 4.8 }, { aspect: "Amenities", score: 4.2 }, { aspect: "Location", score: 4.0 } ], overallScore: 4.4, tags: ["quiet-location", "relaxing-stay"], createdOn: ISODate("2024-10-28T09:50:00Z") }{ _id: "r025", userId: "u025", bookingId: "b025", roomId: "204", positives: "High-speed internet and ergonomic desk chair.", negative: "Small closet space.", ratings: [ { aspect: "Cleanliness", score: 4.3 }, { aspect: "Comfort", score: 4.5 }, { aspect: "Amenities", score: 4.6 }, { aspect: "Location", score: 4.3 } ], overallScore: 4.4, tags: ["work-friendly", "high-speed-internet"], createdOn: ISODate("2024-10-27T18:40:00Z") }{ _id: "r026", userId: "u026", bookingId: "b026", roomId: "207", positives: "Beautiful rooftop pool with panoramic views.", negative: "The elevators were often crowded.", ratings: [ { aspect: "Cleanliness", score: 4.7 }, { aspect: "Comfort", score: 4.6 }, { aspect: "Amenities", score: 4.8 }, { aspect: "Location", score: 4.5 } ], overallScore: 4.7, tags: ["rooftop-pool", "amazing-views"], createdOn: ISODate("2024-10-26T12:20:00Z") }{ _id: "r027", userId: "u027", bookingId: "b027", roomId: "203", positives: "Central location and easy access to public transport.", negative: "The lobby area was noisy.", ratings: [ { aspect: "Cleanliness", score: 4.2 }, { aspect: "Comfort", score: 4.0 }, { aspect: "Amenities", score: 4.3 }, { aspect: "Location", score: 4.9 } ], overallScore: 4.4, tags: ["central-location", "easy-access"], createdOn: ISODate("2024-10-25T08:55:00Z") }{ _id: "r028", userId: "u028", bookingId: "b028", roomId: "207", positives: "Spacious suites with modern decor.", negative: "Expensive minibar items.", ratings: [ { aspect: "Cleanliness", score: 4.6 }, { aspect: "Comfort", score: 4.7 }, { aspect: "Amenities", score: 4.3 }, { aspect: "Location", score: 4.5 } ], overallScore: 4.5, tags: ["modern-suites", "spacious-rooms"], createdOn: ISODate("2024-10-24T16:30:00Z") }{ _id: "r029", userId: "u029", bookingId: "b029", roomId: "203", positives: "The staff were multilingual and very polite.", negative: "The hotel lacked a dedicated concierge desk.", ratings: [ { aspect: "Cleanliness", score: 4.5 }, { aspect: "Comfort", score: 4.3 }, { aspect: "Amenities", score: 4.1 }, { aspect: "Location", score: 4.2 } ], overallScore: 4.3, tags: ["polite-staff", "multilingual"], createdOn: ISODate("2024-10-23T10:10:00Z") }{ _id: "r030", userId: "u030", bookingId: "b030", roomId: "207", positives: "Excellent in-room dining options and menu variety.", negative: "The check-out process was slow.", ratings: [ { aspect: "Cleanliness", score: 4.7 }, { aspect: "Comfort", score: 4.5 }, { aspect: "Amenities", score: 4.6 }, { aspect: "Location", score: 4.4 } ], overallScore: 4.6, tags: ["excellent-dining", "menu-variety"], createdOn: ISODate("2024-10-22T19:00:00Z") }]);'
